----------------------------------------------------------------------------------------------------------------------------------------------------------------------------------
type	E_dep [keV]		E_drift [V/cm]	N_ph		N_e
----------------------------------------------------------------------------------------------------------------------------------------------------------------------------------
NR		20.41			300.00			197			89
NR		20.41			300.00			206			103
NR		20.41			300.00			176			111
NR		20.41			300.00			177			134
NR		20.41			300.00			173			107
NR		20.41			300.00			206			106
NR		20.41			300.00			204			103
NR		20.41			300.00			204			107
NR		20.41			300.00			192			113
NR		20.41			300.00			171			133
NR		20.41			300.00			181			93
NR		20.41			300.00			190			105
NR		20.41			300.00			193			106
NR		20.41			300.00			220			95
NR		20.41			300.00			197			122
NR		20.41			300.00			218			127
NR		20.41			300.00			210			104
NR		20.41			300.00			182			97
NR		20.41			300.00			191			99
NR		20.41			300.00			182			140
NR		20.41			300.00			199			106
NR		20.41			300.00			211			102
NR		20.41			300.00			206			94
NR		20.41			300.00			179			113
NR		20.41			300.00			184			86
NR		20.41			300.00			195			95
NR		20.41			300.00			188			101
NR		20.41			300.00			215			114
NR		20.41			300.00			216			92
NR		20.41			300.00			200			90
NR		20.41			300.00			180			107
NR		20.41			300.00			189			131
NR		20.41			300.00			205			103
NR		20.41			300.00			205			109
NR		20.41			300.00			206			89
NR		20.41			300.00			178			118
NR		20.41			300.00			171			129
NR		20.41			300.00			171			110
NR		20.41			300.00			174			110
NR		20.41			300.00			202			116
NR		20.41			300.00			196			125
NR		20.41			300.00			185			90
NR		20.41			300.00			173			117
NR		20.41			300.00			189			111
NR		20.41			300.00			205			97
NR		20.41			300.00			204			112
NR		20.41			300.00			182			115
NR		20.41			300.00			200			102
NR		20.41			300.00			194			106
NR		20.41			300.00			212			96
----------------------------------------------------------------------------------------------------------------------------------------------------------------------------------
