----------------------------------------------------------------------------------------------------------------------------------------------------------------------------------
type	E_dep [keV]		E_drift [V/cm]	N_ph		N_e
----------------------------------------------------------------------------------------------------------------------------------------------------------------------------------
ER		2791.41			500.00			64559			138119
ER		2791.41			500.00			57170			145253
ER		2791.41			500.00			61842			138825
ER		2791.41			500.00			60099			143011
ER		2791.41			500.00			64291			140332
ER		2791.41			500.00			57910			142272
ER		2791.41			500.00			58024			145700
ER		2791.41			500.00			56408			147320
ER		2791.41			500.00			55877			147921
ER		2791.41			500.00			61349			141444
ER		2791.41			500.00			47690			157728
ER		2791.41			500.00			58350			143561
ER		2791.41			500.00			56423			147578
ER		2791.41			500.00			64880			140552
ER		2791.41			500.00			54695			151293
ER		2791.41			500.00			56207			146004
ER		2791.41			500.00			59562			143659
ER		2791.41			500.00			66481			136684
ER		2791.41			500.00			60715			143576
ER		2791.41			500.00			57780			148688
ER		2791.41			500.00			60859			143060
ER		2791.41			500.00			65190			138077
ER		2791.41			500.00			60962			142531
ER		2791.41			500.00			53832			153463
ER		2791.41			500.00			54569			147828
ER		2791.41			500.00			59078			144535
ER		2791.41			500.00			61067			143926
ER		2791.41			500.00			57980			146804
ER		2791.41			500.00			53755			146844
ER		2791.41			500.00			52207			150639
ER		2791.41			500.00			61249			140777
ER		2791.41			500.00			54404			148640
ER		2791.41			500.00			50957			150038
ER		2791.41			500.00			56816			144382
ER		2791.41			500.00			61121			145725
ER		2791.41			500.00			53331			148422
ER		2791.41			500.00			62946			140782
ER		2791.41			500.00			60649			143808
ER		2791.41			500.00			65498			138859
ER		2791.41			500.00			53314			147997
ER		2791.41			500.00			60059			145523
ER		2791.41			500.00			60065			144527
ER		2791.41			500.00			52828			150956
ER		2791.41			500.00			61012			145064
ER		2791.41			500.00			58735			145305
ER		2791.41			500.00			59943			141499
ER		2791.41			500.00			58366			143921
ER		2791.41			500.00			57216			147823
ER		2791.41			500.00			60409			145368
ER		2791.41			500.00			57649			146204
ER		2791.41			500.00			56939			146477
ER		2791.41			500.00			58516			147399
ER		2791.41			500.00			54898			147657
ER		2791.41			500.00			56888			145812
ER		2791.41			500.00			53592			148392
ER		2791.41			500.00			64290			140417
ER		2791.41			500.00			50881			152697
ER		2791.41			500.00			59006			144699
ER		2791.41			500.00			58958			143826
ER		2791.41			500.00			62337			142615
ER		2791.41			500.00			60251			140439
ER		2791.41			500.00			54276			148086
ER		2791.41			500.00			55191			148331
ER		2791.41			500.00			55409			149134
ER		2791.41			500.00			63792			141260
ER		2791.41			500.00			63504			142677
ER		2791.41			500.00			55839			145550
ER		2791.41			500.00			59601			148322
ER		2791.41			500.00			60161			145370
ER		2791.41			500.00			53574			149869
ER		2791.41			500.00			69750			134083
ER		2791.41			500.00			60117			143403
ER		2791.41			500.00			61050			143849
ER		2791.41			500.00			64914			138675
ER		2791.41			500.00			60790			142127
ER		2791.41			500.00			59039			145706
ER		2791.41			500.00			62850			143811
ER		2791.41			500.00			63033			141379
ER		2791.41			500.00			66467			138968
ER		2791.41			500.00			61974			141261
ER		2791.41			500.00			58067			145134
ER		2791.41			500.00			56981			144302
ER		2791.41			500.00			60825			143994
ER		2791.41			500.00			53476			153396
ER		2791.41			500.00			61333			138858
ER		2791.41			500.00			54086			151582
ER		2791.41			500.00			64632			139243
ER		2791.41			500.00			56014			148682
ER		2791.41			500.00			61472			143732
ER		2791.41			500.00			61107			142010
ER		2791.41			500.00			51863			151743
ER		2791.41			500.00			66676			136984
ER		2791.41			500.00			57171			143439
ER		2791.41			500.00			57546			146956
ER		2791.41			500.00			57208			142121
ER		2791.41			500.00			55158			150153
ER		2791.41			500.00			55719			148505
ER		2791.41			500.00			62529			141252
ER		2791.41			500.00			59066			147544
ER		2791.41			500.00			60697			144392
ER		2791.41			500.00			62399			143533
ER		2791.41			500.00			67775			137406
ER		2791.41			500.00			61535			144669
ER		2791.41			500.00			53996			149328
ER		2791.41			500.00			61540			143246
ER		2791.41			500.00			59179			140784
ER		2791.41			500.00			57995			147803
ER		2791.41			500.00			56924			146358
ER		2791.41			500.00			54884			146680
ER		2791.41			500.00			63267			142533
ER		2791.41			500.00			55040			148599
ER		2791.41			500.00			56343			146419
ER		2791.41			500.00			54627			149047
ER		2791.41			500.00			55343			145302
ER		2791.41			500.00			58930			146528
ER		2791.41			500.00			47346			154067
ER		2791.41			500.00			59939			143799
ER		2791.41			500.00			58367			147273
ER		2791.41			500.00			58714			151838
ER		2791.41			500.00			60631			143739
ER		2791.41			500.00			62799			142256
ER		2791.41			500.00			59727			146615
ER		2791.41			500.00			60516			144237
ER		2791.41			500.00			50501			152640
ER		2791.41			500.00			58601			142634
ER		2791.41			500.00			57301			145486
ER		2791.41			500.00			57487			147063
ER		2791.41			500.00			62002			141377
ER		2791.41			500.00			65256			138985
ER		2791.41			500.00			61543			141299
ER		2791.41			500.00			54434			149588
ER		2791.41			500.00			56667			147688
ER		2791.41			500.00			61955			143304
ER		2791.41			500.00			54102			152767
ER		2791.41			500.00			58475			145248
ER		2791.41			500.00			61832			141245
ER		2791.41			500.00			59933			143845
ER		2791.41			500.00			62520			138527
ER		2791.41			500.00			56601			148615
ER		2791.41			500.00			55005			149034
ER		2791.41			500.00			56932			147219
ER		2791.41			500.00			63540			141392
ER		2791.41			500.00			57943			144062
ER		2791.41			500.00			60843			144145
ER		2791.41			500.00			55171			150007
ER		2791.41			500.00			56521			142910
ER		2791.41			500.00			56434			146517
ER		2791.41			500.00			63664			137277
ER		2791.41			500.00			65268			141629
ER		2791.41			500.00			61945			142442
ER		2791.41			500.00			63442			140420
ER		2791.41			500.00			60816			143516
ER		2791.41			500.00			59304			143576
ER		2791.41			500.00			56261			151578
ER		2791.41			500.00			54781			148003
ER		2791.41			500.00			56940			146862
ER		2791.41			500.00			63234			139964
ER		2791.41			500.00			61852			141483
ER		2791.41			500.00			67325			136058
ER		2791.41			500.00			61409			142899
ER		2791.41			500.00			58836			141887
ER		2791.41			500.00			59059			145342
ER		2791.41			500.00			56504			149773
ER		2791.41			500.00			49013			154043
ER		2791.41			500.00			62179			141993
ER		2791.41			500.00			53966			149924
ER		2791.41			500.00			61342			143812
ER		2791.41			500.00			57629			145530
ER		2791.41			500.00			58556			147946
ER		2791.41			500.00			59779			142017
ER		2791.41			500.00			61778			142304
ER		2791.41			500.00			58230			146042
ER		2791.41			500.00			57609			145534
ER		2791.41			500.00			56120			146977
ER		2791.41			500.00			53714			148825
ER		2791.41			500.00			53988			149151
ER		2791.41			500.00			60311			145641
ER		2791.41			500.00			57674			144224
ER		2791.41			500.00			62500			140002
ER		2791.41			500.00			64458			139918
ER		2791.41			500.00			55345			148744
ER		2791.41			500.00			63741			138567
ER		2791.41			500.00			66018			139491
ER		2791.41			500.00			58314			143629
ER		2791.41			500.00			63023			140567
ER		2791.41			500.00			55409			149313
ER		2791.41			500.00			55178			150111
ER		2791.41			500.00			58607			147636
ER		2791.41			500.00			57294			144818
ER		2791.41			500.00			60082			144582
ER		2791.41			500.00			58759			144798
ER		2791.41			500.00			61236			140529
ER		2791.41			500.00			62054			141932
ER		2791.41			500.00			63988			142803
ER		2791.41			500.00			55942			147891
ER		2791.41			500.00			62893			139709
ER		2791.41			500.00			50595			153468
ER		2791.41			500.00			60722			143529
ER		2791.41			500.00			55201			147900
ER		2791.41			500.00			58032			144662
ER		2791.41			500.00			58005			146957
ER		2791.41			500.00			55252			145877
ER		2791.41			500.00			56861			144539
ER		2791.41			500.00			68037			137295
ER		2791.41			500.00			58652			145378
ER		2791.41			500.00			54974			148218
ER		2791.41			500.00			58465			147906
ER		2791.41			500.00			63655			142130
ER		2791.41			500.00			49765			155139
ER		2791.41			500.00			61464			141889
ER		2791.41			500.00			63180			141604
ER		2791.41			500.00			54791			150202
ER		2791.41			500.00			58487			148387
ER		2791.41			500.00			55194			149875
ER		2791.41			500.00			62755			143572
ER		2791.41			500.00			57721			147105
ER		2791.41			500.00			53200			149001
ER		2791.41			500.00			58361			142913
ER		2791.41			500.00			57319			145618
ER		2791.41			500.00			57488			144894
ER		2791.41			500.00			58751			146857
ER		2791.41			500.00			61745			141604
ER		2791.41			500.00			61814			140544
ER		2791.41			500.00			53202			149948
ER		2791.41			500.00			62885			143974
ER		2791.41			500.00			57851			143696
ER		2791.41			500.00			56192			148501
ER		2791.41			500.00			58176			143117
ER		2791.41			500.00			54985			147361
ER		2791.41			500.00			65315			136670
ER		2791.41			500.00			59370			141796
ER		2791.41			500.00			53405			149682
ER		2791.41			500.00			57421			144628
ER		2791.41			500.00			54735			147147
ER		2791.41			500.00			64955			137680
ER		2791.41			500.00			61131			144315
ER		2791.41			500.00			60177			144827
ER		2791.41			500.00			61878			141290
ER		2791.41			500.00			58913			144262
ER		2791.41			500.00			58347			144299
ER		2791.41			500.00			61166			139995
ER		2791.41			500.00			66041			137806
ER		2791.41			500.00			56763			146446
ER		2791.41			500.00			50336			151356
ER		2791.41			500.00			59903			144197
ER		2791.41			500.00			59032			145220
ER		2791.41			500.00			62169			142751
ER		2791.41			500.00			61672			140060
ER		2791.41			500.00			61885			141421
ER		2791.41			500.00			66975			136666
ER		2791.41			500.00			57057			147071
ER		2791.41			500.00			51332			150077
ER		2791.41			500.00			64643			140294
ER		2791.41			500.00			56315			147333
ER		2791.41			500.00			59966			146107
ER		2791.41			500.00			67883			135190
ER		2791.41			500.00			59337			142506
ER		2791.41			500.00			54156			148138
ER		2791.41			500.00			63596			141645
ER		2791.41			500.00			61170			138108
ER		2791.41			500.00			54363			150581
ER		2791.41			500.00			61363			147762
ER		2791.41			500.00			61935			141364
ER		2791.41			500.00			55664			147146
ER		2791.41			500.00			55444			148295
ER		2791.41			500.00			56584			145645
ER		2791.41			500.00			63958			140312
ER		2791.41			500.00			61648			143735
ER		2791.41			500.00			57357			144595
ER		2791.41			500.00			60353			139723
ER		2791.41			500.00			59174			148760
ER		2791.41			500.00			52419			151635
ER		2791.41			500.00			57964			144834
ER		2791.41			500.00			55657			145944
ER		2791.41			500.00			61973			143898
ER		2791.41			500.00			54499			149211
ER		2791.41			500.00			60666			142137
ER		2791.41			500.00			55721			151388
ER		2791.41			500.00			53696			147955
ER		2791.41			500.00			54686			151489
ER		2791.41			500.00			58531			149444
ER		2791.41			500.00			52307			152607
ER		2791.41			500.00			56117			145944
ER		2791.41			500.00			55527			149155
ER		2791.41			500.00			65662			141158
ER		2791.41			500.00			56126			148062
ER		2791.41			500.00			59386			143379
ER		2791.41			500.00			58263			146124
ER		2791.41			500.00			57961			146528
ER		2791.41			500.00			58986			146717
ER		2791.41			500.00			60592			141572
ER		2791.41			500.00			59865			146567
ER		2791.41			500.00			61331			143195
ER		2791.41			500.00			61816			142697
